meeting_date,sentiment_score
1997-03-25,0.15347801
1997-07-02,0.020635447
1997-09-30,-0.048745275
1997-11-12,-0.03421125
1998-09-29,-0.3322656
1998-11-17,-0.26265785
1999-05-18,0.36023957
1999-06-30,0.38159803
1999-08-24,0.46555096
1999-10-05,0.6982527
1999-11-16,0.790782
1999-12-21,0.79324335
2000-02-02,0.74022895
2000-03-21,0.77821296
2000-05-16,0.7412659
2000-06-28,0.29145047
2000-08-22,-0.13865612
2000-10-03,-0.51224875
2000-11-15,-0.7558637
2000-12-19,-0.70299506
2001-01-31,-0.7586826
2001-03-20,-0.9183255
2001-05-15,-1.0025775
2001-06-27,-0.9046659
2001-08-21,-0.83246326
2001-10-02,-0.54890805
2001-11-06,-0.5608724
2001-12-11,-0.46223253
2002-01-30,-0.25134963
2002-03-19,0.22821121
2003-01-29,-0.19817276
2003-03-18,-0.076542184
2003-05-06,-0.041888267
2003-06-25,-0.11431215
2003-08-12,-0.09826453
2003-09-16,-0.073425256
2003-10-28,-0.095272526
2003-12-09,-0.035583545
2004-01-28,0.041648567
2004-03-16,0.2829052
2004-05-04,0.4768008
2004-06-30,0.70920265
2004-08-10,0.84177494
2004-09-21,0.88009006
2004-11-10,0.84647465
2004-12-14,0.8128019
2005-02-02,0.8162139
2005-03-22,0.82725686
2005-05-03,0.76433116
2005-06-30,0.85238284
2005-08-09,0.86562085
2005-09-20,0.8907063
2005-11-01,0.85534334
2005-12-13,0.8129112
2006-01-31,0.8205322
2006-03-28,0.66579187
2006-05-10,0.4001207
2006-06-29,0.347057
2006-08-08,0.14822915
2006-09-20,0.084632196
2006-10-25,0.012271419
2006-12-12,-0.0058466997
2007-01-31,0.04136498
2007-03-21,0.0039353054
2007-05-09,-0.08551223
2007-08-07,-0.47620073
2007-09-18,-0.80617326
2007-10-31,-0.9269804
2007-12-11,-0.9310071
2008-01-30,-0.74228954
2008-03-18,-0.7034179
2008-04-30,-0.7050854
2008-06-25,-0.6509098
2008-08-05,-0.6996755
2008-09-16,-0.6283759
2008-10-29,-0.5282961
2008-12-16,-0.37953225
2009-01-28,-0.22620186
2009-03-18,0.30045477
2009-04-29,0.23669963
2009-06-24,-0.006611574
2009-08-12,-0.025788829
2009-09-23,-0.033395205
2009-11-04,-0.026910163
2009-12-16,-0.016007049
2010-01-27,0.06329948
2010-03-16,0.09668526
2010-04-28,0.042422
2010-06-23,0.002351469
2010-08-10,0.006300418
2010-09-21,-0.00465172
2010-11-03,-0.04743559
2010-12-14,-0.017239684
2011-01-26,-0.06682725
2011-03-15,-0.025048982
2011-04-27,0.005387289
2011-06-22,-0.057558294
2011-08-09,-0.007020802
2011-09-21,0.0571598
2011-11-02,0.08577004
2011-12-13,0.042280152
2012-01-25,0.07612248
2012-03-13,0.09256195
2012-04-25,0.020006968
2012-06-20,-0.027170595
2012-09-13,-0.0021037816
2012-10-24,-0.04064045
2012-12-12,0.012650449
2013-01-30,-0.0862751
2013-03-20,-0.05604022
2013-05-01,-0.06716111
2013-06-19,-0.04201584
2013-07-31,-0.033783197
2013-09-18,-0.028452072
2013-10-30,-0.02802196
2013-12-18,-0.05289467
2014-01-29,-0.017351396
2014-03-19,0.006708971
2014-04-30,0.024358626
2014-06-18,0.031406745
2014-07-30,-0.018624412
2014-09-17,-0.03860976
2014-10-29,0.018786216
2014-12-17,0.03153586
2015-01-28,0.020400299
2015-03-18,-0.03134707
2015-04-29,-0.040188167
2015-06-17,0.08158169
2015-07-29,0.12878492
2015-09-17,0.17848928
2015-10-28,0.18145345
2015-12-16,0.1866382
2016-01-27,0.13660006
2016-03-16,0.079896435
2016-04-27,-0.017704222
2016-06-15,0.030458806
2016-07-27,0.25480813
2016-09-21,0.8493148
2016-11-02,1.0319624
2016-12-14,1.0155097
2017-02-01,0.97787356
2017-03-15,0.8942405
2017-05-03,0.6597984
2017-06-14,0.6683007
2017-07-26,0.7221345
2017-09-20,0.55994904
2017-11-01,0.7402649
2017-12-13,0.87148297
2018-01-31,0.8812638
2018-03-21,0.9974929
2018-05-02,0.97870564
2018-06-13,0.9749571
2018-08-01,0.97165436
2018-09-26,0.7782195
2018-11-08,0.8113857
2018-12-19,0.58505964
2019-01-30,0.4742758
2019-03-20,-0.12335416
2019-05-01,-0.16964383
2019-06-19,-0.14048474
2019-07-31,-0.18819854
2019-09-18,-0.54605365
2019-10-30,-0.6904464
2019-12-11,-0.79868233
2020-01-29,-0.8302248
2020-03-15,-0.6314641
2020-04-29,-0.4504484
2020-06-10,-0.23177889
2020-07-29,0.0060350974
2020-09-16,0.44446608
2020-11-05,-0.020488769
2020-12-16,-0.020488769
2021-01-27,-0.02029703
2021-03-17,0.027904231
2021-04-28,-0.060759194
2021-06-16,-0.056915544
2021-07-28,0.07574322
2021-09-22,0.07124564
2021-11-03,-0.106519684
2021-12-15,-0.096147016
2022-01-26,0.26918107
2022-03-16,0.37136456
2022-04-05,0.10209789
2022-05-04,0.17530619
