meeting_date,sentiment_score
1993-03-23,0.29814866
1993-05-18,0.02058745
1993-07-07,-0.208466
1993-08-17,-0.03911927
1993-09-21,0.00069769484
1993-11-16,0.3946911
1993-12-21,0.4739529
1994-02-04,0.59333706
1994-03-22,0.8147475
1994-05-17,0.77805007
1994-07-06,0.74547297
1994-08-16,0.90179044
1994-09-27,0.70014924
1994-11-15,0.736826
1994-12-20,0.5653644
1995-02-01,0.36494583
1995-03-28,0.3104217
1995-05-23,-0.093956195
1995-07-06,-0.26873672
1995-08-22,-0.19238384
1995-09-26,-0.113708474
1995-11-15,-0.11372313
1995-12-19,-0.069620706
1996-01-31,-0.08267639
1996-03-26,-0.052584734
1996-05-21,-0.06273208
1996-07-03,0.10242502
1996-08-20,0.076140784
1996-09-24,0.035712365
1996-11-13,0.12371152
1996-12-17,0.13177496
1997-02-05,0.11498996
1997-03-25,0.1508196
1997-05-20,0.05172843
1997-07-02,0.016017685
1997-08-19,-0.10201052
1997-09-30,-0.06754419
1997-11-12,-0.027268318
1997-12-16,-0.031243354
1998-02-04,0.05475724
1998-03-31,-0.045854002
1998-05-19,-0.25831565
1998-07-01,-0.32425928
1998-08-18,-0.19916089
1998-09-29,-0.28764093
1998-11-17,-0.22960724
1998-12-22,-0.087671794
1999-02-03,0.089734785
1999-03-30,0.24652077
1999-05-18,0.3273027
1999-06-30,0.26145804
1999-08-24,0.33018982
1999-10-05,0.4413392
1999-11-16,0.5604254
1999-12-21,0.5303238
2000-02-02,0.5531052
2000-03-21,0.5689824
2000-05-16,0.57728094
2000-06-28,0.23416696
2000-08-22,-0.110162355
2000-10-03,-0.5452112
2000-11-15,-0.46435523
2000-12-19,-0.79989773
2001-01-31,-0.70465106
2001-03-20,-1.314317
2001-05-15,-1.1637762
2001-06-27,-1.1112914
2001-08-21,-0.65629804
2001-10-02,-0.55349416
2001-11-06,-0.4865654
2001-12-11,-0.3695272
2002-01-30,-0.15820166
2002-03-19,0.14261878
2002-05-07,0.03843159
2002-06-26,0.001092586
2002-08-13,-0.16248891
2002-09-24,-0.20125267
2002-11-06,-0.12153605
2002-12-10,-0.14488414
2003-01-29,-0.07078758
2003-03-18,-0.023697464
2003-05-06,-0.13842228
2003-06-25,-0.048687007
2003-08-12,-0.06516836
2003-09-16,-0.07285777
2003-10-28,-0.016827554
2003-12-09,0.08972288
2004-01-28,-0.16176459
2004-03-16,0.14656442
2004-05-04,0.35294247
2004-06-30,0.3911945
2004-08-10,0.61911386
2004-09-21,0.57058346
2004-11-10,0.5856697
2004-12-14,0.66333544
2005-02-02,0.69346476
2005-03-22,0.66056854
2005-05-03,0.68331486
2005-06-30,0.73994535
2005-08-09,0.79032063
2005-09-20,0.7662259
2005-11-01,0.66036993
2005-12-13,0.8660424
2006-01-31,0.85188437
2006-03-28,0.5852006
2006-05-10,0.40851852
2006-06-29,0.32997593
2006-08-08,0.16254056
2006-09-20,0.068828054
2006-10-25,-0.040563013
2006-12-12,0.011493278
2007-01-31,0.0027186663
2007-03-21,0.046082985
2007-05-09,-0.053905815
2007-06-28,-0.29765415
2007-08-07,-0.5164459
2007-09-18,-0.60367465
2007-10-31,-1.0958183
2007-12-11,-0.86828774
2008-01-30,-0.16176459
